No,deprem_kodu,olus_tarihi,olus_zamani,enlem,boylam,derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer
11606,1.98605E+13,1986.05.11,17:53.7,39.44,27.39,10,3.5,0,0,,0,3.5,Ke,BUYUKYENICE-IVRINDI (BALIKESIR) [South East  1.2 km]
11603,1.98605E+13,1986.05.13,44:01.9,41.44,43.72,8,5.5,0,0,,5.4,5.5,Ke,G�RCISTAN
11602,1.98605E+13,1986.05.14,01:25.0,39.49,28.42,8,4.5,0,0,,0,4.5,Ke,KURSU-BIGADIC (BALIKESIR) [East 1.8 km]
11599,1.98605E+13,1986.05.15,32:30.0,36.1,29,0,3.8,0,0,,0,3.8,Ke,AKDENIZ
11600,1.98605E+13,1986.05.15,43:20.3,40.68,27.5,8,3.5,0,0,,0,3.5,Ke,G�ZELK�Y A�IKLARI-TEKIRDAG (MARMARA DENIZI)
11601,1.98605E+13,1986.05.15,59:31.3,35.76,26.44,5,4,0,4,,0,0,Ke,AKDENIZ
11598,1.98605E+13,1986.05.17,16:39.2,39.03,26.15,13,3.9,0,3.6,,0,3.9,Ke,MIDILLI ADASI (EGE DENIZI)
11596,1.98605E+13,1986.05.18,23:21.9,39.21,28.49,10,3.6,0,0,,0,3.6,Ke,CILBIRCI-SINDIRGI (BALIKESIR) [South West  1.5 km]
11597,1.98605E+13,1986.05.18,45:49.0,39.45,28.32,5,3.8,0,0,,0,3.8,Ke,KIRCA-BIGADIC (BALIKESIR) [North West  1.5 km]
11595,1.98605E+13,1986.05.19,36:32.5,37.9,43.1,10,4.2,0,0,,0,4.2,Ke,KONALGA-CATAK (VAN) [North 4.2 km]
11593,1.98605E+13,1986.05.20,03:12.0,39.46,28.31,8,3.6,0,0,,0,3.6,Ke,BEKIRLER-BIGADIC (BALIKESIR) [North East  2.3 km]
11594,1.98605E+13,1986.05.20,43:36.0,38.4,26.72,10,4,0,4,,0,3.8,Ke,IZMIR K�RFEZI (EGE DENIZI)
11592,1.98605E+13,1986.05.25,23:05.0,39.43,28.34,4,3.7,0,0,,0,3.7,Ke,KIRCA-BIGADIC (BALIKESIR) [South East  1.3 km]
11590,1.98605E+13,1986.05.27,54:58.2,39.46,28.44,11,4.5,0,4.5,,0,4.4,Ke,ALTINLAR-BIGADIC (BALIKESIR) [East 2.6 km]
11591,1.98605E+13,1986.05.27,44:49.6,38.88,27.53,10,4,0,4,,0,3.9,Ke,SEYITOBA-SARUHANLI (MANISA) [West 1.9 km]
11589,1.98605E+13,1986.05.28,03:08.3,39.48,28.41,10,3.6,0,0,,0,3.6,Ke,KURSU-BIGADIC (BALIKESIR) [South East  1.3 km]
11588,1.98605E+13,1986.05.29,40:23.0,37.9,27.3,10,3.5,0,0,,0,3.5,Ke,SULTANIYE-SELCUK (IZMIR) [North West  3.6 km]
11587,1.98605E+13,1986.05.30,03:59.5,38.34,39.2,10,3.9,0,0,,0,3.9,Ke,UYURUK-SIVRICE (ELAZIG) [North East  3.0 km]
11586,1.98605E+13,1986.05.31,30:02.0,37,26.9,10,3.8,0,0,,0,3.8,Ke,ONIKI ADALAR (AKDENIZ)
11585,1.98606E+13,1986.06.01,43:09.8,37.96,27.39,10,4,0,3.7,,0,4,Ke,SELCUK (IZMIR) [North East  2.0 km]
11582,1.98606E+13,1986.06.02,16:30.0,40.6,41.8,10,4.1,0,0,,0,4.1,Ke,INCIKOY-OLTU (ERZURUM) [North West  2.4 km]
11583,1.98606E+13,1986.06.02,02:40.0,37.99,27.37,9,3.8,0,0,,0,3.8,Ke,SELCUK (IZMIR) [North 4.4 km]
11584,1.98606E+13,1986.06.02,02:26.0,37.8,26.9,0,3.8,0,0,,0,3.8,Ke,SISAM ADASI (EGE DENIZI)
11579,1.98606E+13,1986.06.03,09:14.3,37.99,27.31,5,3.9,0,0,,0,3.9,Ke,ZEYTINKOY-SELCUK (IZMIR) [East 2.2 km]
11580,1.98606E+13,1986.06.03,35:54.0,39.46,28.36,9,4.3,0,0,,0,4.3,Ke,TOPALAK-BIGADIC (BALIKESIR) [South West  1.8 km]
11581,1.98606E+13,1986.06.03,13:52.2,40.24,32.4,9,3.7,0,0,,0,3.7,Ke,AKCAOREN-KIZILCAHAMAM (ANKARA) [South West  2.7 km]
11578,1.98606E+13,1986.06.05,27:43.0,37.99,27.23,7,3.5,0,0,,0,3.5,Ke,GOLOVA-MENDERES (IZMIR) [South West  4.8 km]
11572,1.98606E+13,1986.06.06,32:30.8,37.99,38.04,10,4.3,0,0,,0,4.3,Ke,GUZELKOY-DOGANSEHIR (MALATYA) [South East  1.5 km]
11573,1.98606E+13,1986.06.06,25:46.1,37.96,38.02,10,4.3,0,0,,0,4.3,Ke,RESADIYE-DOGANSEHIR (MALATYA) [South 3.1 km]
11574,1.98606E+13,1986.06.06,07:54.7,38.01,37.91,10,4.4,0,0,,0,4.4,Ke,SAVAKLI-DOGANSEHIR (MALATYA) [South 3.7 km]
11575,1.98606E+13,1986.06.06,29:46.2,38.02,37.84,10,4.4,0,0,,0,4.4,Ke,HUDUTKOY-DOGANSEHIR (MALATYA) [West 2.4 km]
11576,1.98606E+13,1986.06.06,50:33.0,37.98,38,10,4.4,0,0,,0,4.4,Ke,RESADIYE-DOGANSEHIR (MALATYA) [South West  1.6 km]
11577,1.98606E+13,1986.06.06,39:47.0,38.01,37.91,11,5.6,0,0,,5.6,5.5,Ke,SAVAKLI-DOGANSEHIR (MALATYA) [South 3.7 km]
11569,1.98606E+13,1986.06.08,35:07.9,39.39,28.32,10,3.5,0,0,,0,3.5,Ke,OKCULAR-BIGADIC (BALIKESIR) [South East  1.7 km]
11570,1.98606E+13,1986.06.08,51:14.8,39.4,28.39,10,3.5,0,0,,0,3.5,Ke,KIZILCUKUR-BIGADIC (BALIKESIR) [North 2.1 km]
11571,1.98606E+13,1986.06.08,15:47.5,38.92,26.73,8,3.7,0,0,,0,3.7,Ke,DENIZKOY-DIKILI (IZMIR) [South West  8.1 km]
11568,1.98606E+13,1986.06.09,59:38.0,37.98,36.9,10,4,0,0,,0,4,Ke,HACIBUDAK- (KAHRAMANMARAS) [North West  2.7 km]
11567,1.98606E+13,1986.06.12,52:41.4,38.97,28.59,10,3.8,0,0,,0,3.8,Ke,TEKELER-DEMIRCI (MANISA) [South West  1.2 km]
11566,1.98606E+13,1986.06.15,18:34.4,38.04,37.28,10,4.5,0,0,,0,4.5,Ke,GOZPINAR-EKINOZU (KAHRAMANMARAS) [North East  4.4 km]
11565,1.98606E+13,1986.06.17,30:31.8,38.02,37.86,10,3.8,0,0,,0,3.8,Ke,HUDUTKOY-DOGANSEHIR (MALATYA) [West 0.6 km]
11564,1.98606E+13,1986.06.25,48:22.5,39.46,28.36,5,3.9,0,0,,0,3.9,Ke,TOPALAK-BIGADIC (BALIKESIR) [South West  1.8 km]
11562,1.98606E+13,1986.06.27,33:36.7,40.89,28.35,5,4.1,0,0,,0,4.1,Ke,MARMARA DENIZI
11563,1.98606E+13,1986.06.27,54:55.0,37.85,27.4,7,4.2,0,4.2,,0,3.9,Ke,GOKCEALAN-SELCUK (IZMIR) [North East  1.5 km]
11561,1.98606E+13,1986.06.29,45:12.1,35.96,30.45,50,4.3,0,0,,0,4.3,Ke,AKDENIZ
11560,1.98607E+13,1986.07.16,38:51.3,36.41,31.63,10,3.6,0,0,,0,3.6,Ke,ANTALYA K�RFEZI (AKDENIZ)
11559,1.98607E+13,1986.07.20,01:18.0,37.81,35.91,2,4.1,0,0,,0,4.1,Ke,FEKE (ADANA) [South 0.5 km]
11558,1.98607E+13,1986.07.21,06:32.7,40.33,33.45,10,3.6,0,0,,0,3.6,Ke,SATILARKOY-KALECIK (ANKARA) [South West  1.3 km]
11557,1.98607E+13,1986.07.23,20:36.3,36.61,26.16,42,3.5,0,3.5,,0,0,Ke,AKDENIZ
11555,1.98607E+13,1986.07.29,40:50.3,36.69,27.94,10,4.1,0,4,,0,4.1,Ke,BOZBURUN A�IKLARI-MUGLA (AKDENIZ)
11556,1.98607E+13,1986.07.29,54:23.0,35.09,26.37,80,4,0,4,,0,0,Ke,AKDENIZ
11554,1.98608E+13,1986.08.03,33:24.5,37.19,37.16,39,5,0,0,,0,5,Ke,YENISARKAYA-SEHITKAMIL (GAZIANTEP) [South West  0.7 km]
11553,1.98608E+13,1986.08.05,58:40.7,37.19,37.26,10,4.5,0,0,,0,4.5,Ke,BOYNO-SEHITKAMIL (GAZIANTEP) [North East  1.8 km]
11552,1.98608E+13,1986.08.08,51:45.0,38.01,37.7,19,4.6,0,0,,0,4.6,Ke,KUCUKLU-DOGANSEHIR (MALATYA) [South East  0.4 km]
11551,1.98608E+13,1986.08.10,47:57.0,38.48,43.43,53,4.7,0,0,,0,4.7,Ke,KEVENLI- (VAN) [North West  1.8 km]
11550,1.98608E+13,1986.08.11,25:23.1,36.2,26.83,128,3.7,0,3.7,,0,0,Ke,AKDENIZ
11549,1.98608E+13,1986.08.16,16:33.0,39.48,26.22,7,3.5,0,0,,0,3.5,Ke,BEKTAS-AYVACIK (�ANAKKALE) [South West  2.7 km]
11546,1.98608E+13,1986.08.17,23:28.0,38.69,27,10,3.6,0,0,,0,3.6,Ke,HATUNDERE-MENEMEN (IZMIR) [South West  4.0 km]
11547,1.98608E+13,1986.08.17,21:40.0,38.67,27,9,3.5,0,0,,0,3.5,Ke,HATUNDERE-MENEMEN (IZMIR) [South West  5.1 km]
11548,1.98608E+13,1986.08.17,54:01.7,38.67,26.93,10,3.6,0,0,,0,3.6,Ke,ILIPINAR-FOCA (IZMIR) [South East  2.1 km]
11543,1.98608E+13,1986.08.18,11:31.2,38.59,27.1,10,4,0,3.9,,0,4,Ke,YAHSELLI-MENEMEN (IZMIR) [South West  2.5 km]
11544,1.98608E+13,1986.08.18,07:50.1,38.73,27.07,10,3.7,0,3.5,,0,3.7,Ke,CITAK-ALIAGA (IZMIR) [South East  3.1 km]
11545,1.98608E+13,1986.08.18,35:49.6,39.05,28.66,10,3.6,0,0,,0,3.6,Ke,DEMIRCI (MANISA) [North East  0.3 km]
11542,1.98608E+13,1986.08.19,03:54.4,39.04,28.79,10,4.7,0,4.2,,0,4.7,Ke,ESENYURT-DEMIRCI (MANISA) [North East  2.8 km]
11541,1.98608E+13,1986.08.24,54:21.1,36.08,32.14,100,4.3,0,0,,0,4.3,Ke,GAZIPASA A�IKLARI-ANTALYA (AKDENIZ)
11540,1.98608E+13,1986.08.25,21:56.5,37.02,44.93,10,4.6,0,0,,0,4.6,Ke,ALAN-SEMDINLI (HAKKARI) [South East  34.7 km]
11538,1.98608E+13,1986.08.30,49:03.6,39.07,27.88,10,3.7,0,0,,0,3.7,Ke,SELCIKLI-AKHISAR (MANISA) [West 1.0 km]
11539,1.98608E+13,1986.08.30,47:10.9,39.11,27.84,10,4.1,0,4.1,,0,3.9,Ke,KARAKURT-KIRKAGAC (MANISA) [East 2.4 km]
11536,1.98609E+13,1986.09.01,01:05.5,36.78,27.9,50,3.5,0,0,,0,3.5,Ke,EMECIK-DATCA (MUGLA) [East 7.7 km]
11537,1.98609E+13,1986.09.01,26:05.0,37.88,31.2,10,3.6,0,0,,0,3.6,Ke,SARIKAYA-SARKIKARAAGAC (ISPARTA) [South West  10.3 km]
11534,1.98609E+13,1986.09.03,27:12.0,36.79,28.44,12,3.6,0,0,,0,3.6,Ke,MARMARIS A�IKLARI-MUGLA (AKDENIZ)
11535,1.98609E+13,1986.09.03,28:17.6,41.57,43.45,5,4.8,0,0,,0,4.8,Ke,G�RCISTAN
11533,1.98609E+13,1986.09.05,53:24.5,36.06,31.75,73,4.4,0,0,,0,4.4,Ke,AKDENIZ
11532,1.98609E+13,1986.09.10,47:45.7,38.03,39.13,10,4.1,0,0,,0,4.1,Ke,GONEN-GERGER (ADIYAMAN) [South East  0.9 km]
11531,1.98609E+13,1986.09.12,34:50.5,40.25,27.32,5,4.1,0,4.1,,0,3.6,Ke,BAHCELI-BIGA (�ANAKKALE) [North East  0.6 km]
11530,1.98609E+13,1986.09.14,05:38.2,37.56,36.19,10,3.9,0,0,,0,3.9,Ke,YOGUNOLUK-KADIRLI (OSMANIYE) [South West  1.9 km]
11529,1.98609E+13,1986.09.21,15:56.0,36,29.5,10,3.6,0,0,,0,3.6,Ke,KAS A�IKLARI-ANTALYA (AKDENIZ)
11528,1.98609E+13,1986.09.23,41:25.1,39.09,27.75,14,4,0,0,,0,4,Ke,ILYASLAR-KIRKAGAC (MANISA) [North West  3.9 km]
11527,1.98609E+13,1986.09.29,38:03.9,39.07,27.79,11,4.1,0,4.1,,0,0,Ke,ILYASLAR-KIRKAGAC (MANISA) [South West  1.4 km]
11526,1.98609E+13,1986.09.30,15:04.8,39.09,27.77,10,3.5,0,0,,0,3.5,Ke,ILYASLAR-KIRKAGAC (MANISA) [North West  2.2 km]
11525,1.9861E+13,1986.10.02,53:35.0,38.91,40.3,9,4.3,0,0,,0,4.3,Ke,DIKME- (BINGOL) [South West  1.1 km]
11524,1.9861E+13,1986.10.08,02:58.7,36.92,26.56,10,4.5,0,4,,0,4.5,Ke,AKDENIZ
11523,1.9861E+13,1986.10.11,00:10.9,37.94,28.56,5,5.5,0,5.5,,5.4,5.4,Ke,YORE-KUYUCAK (AYDIN) [North East  2.3 km]
11522,1.9861E+13,1986.10.12,13:40.0,39.66,28.97,11,4.4,0,0,,0,4.4,Ke,ALUTCA-HARMANCIK (BURSA) [North 3.3 km]
11520,1.9861E+13,1986.10.17,33:06.1,41.2,32.39,12,4.4,0,0,,0,4.4,Ke,KUZDAG-YENICE (KARAB�K) [North West  1.1 km]
11521,1.9861E+13,1986.10.17,10:55.1,36.96,30.33,0,3.5,0,0,,0,3.5,Ke,GUZLE-KORKUTELI (ANTALYA) [North 5.7 km]
11519,1.9861E+13,1986.10.20,47:56.0,39.5,34.52,10,3.7,0,0,,0,3.7,Ke,ASAGIEGERCI-YERKOY (YOZGAT) [West 0.5 km]
11518,1.9861E+13,1986.10.23,21:43.0,39.7,28.79,8,3.7,0,0,,0,3.7,Ke,GEYNIK-BUYUKORHAN (BURSA) [North West  1.0 km]
11511,1.9861E+13,1986.10.26,20:54.6,37.43,26.91,10,3.8,0,0,,0,3.8,Ke,EGE DENIZI
11512,1.9861E+13,1986.10.26,42:15.1,37.43,26.86,10,3.7,0,0,,0,3.7,Ke,ONIKI ADALAR (AKDENIZ)
11513,1.9861E+13,1986.10.26,00:42.0,37.4,26.9,4,3.7,0,0,,0,3.7,Ke,ONIKI ADALAR (AKDENIZ)
11514,1.9861E+13,1986.10.26,03:26.4,37.32,26.99,21,3.6,0,0,,0,3.6,Ke,EGE DENIZI
11515,1.9861E+13,1986.10.26,28:04.0,37.45,27.15,5,3.5,0,0,,0,3.5,Ke,AKKOY A�IKLARI-AYDIN (EGE DENIZI)
11516,1.9861E+13,1986.10.26,49:29.9,40.8,28.99,10,4.6,0,4.6,,0,3.9,Ke,MARMARA DENIZI
11517,1.9861E+13,1986.10.26,45:56.9,37.4,26.86,10,3.9,0,0,,0,3.9,Ke,ONIKI ADALAR (AKDENIZ)
11508,1.9861E+13,1986.10.27,47:20.0,37.49,27.33,13,3.5,0,0,,0,3.5,Ke,AKYENIKOY-DIDIM (AYDIN) [South East  2.5 km]
11509,1.9861E+13,1986.10.27,14:47.0,37.47,27.05,8,3.8,0,0,,0,3.8,Ke,AKKOY A�IKLARI-AYDIN (EGE DENIZI)
11510,1.9861E+13,1986.10.27,22:36.8,37.38,26.94,10,3.7,0,0,,0,3.7,Ke,EGE DENIZI
11507,1.9861E+13,1986.10.28,06:37.0,37.32,27.04,10,3.7,0,0,,0,3.7,Ke,EGE DENIZI
11503,1.9861E+13,1986.10.29,51:04.1,37.42,26.9,1,3.6,0,0,,0,3.6,Ke,ONIKI ADALAR (AKDENIZ)
11504,1.9861E+13,1986.10.29,22:11.8,37.38,27.07,1,3.6,0,0,,0,3.6,Ke,EGE DENIZI
11505,1.9861E+13,1986.10.29,05:20.4,37.3,26.97,10,3.8,0,0,,0,3.8,Ke,EGE DENIZI
11506,1.9861E+13,1986.10.29,15:07.0,37.42,26.89,2,3.7,0,3.7,,0,0,Ke,ONIKI ADALAR (AKDENIZ)
11502,1.9861E+13,1986.10.30,46:46.0,39.74,28.78,8,4.2,0,4.2,,0,4,Ke,BAYINDIR-BUYUKORHAN (BURSA) [North West  0.3 km]
11501,1.98611E+13,1986.11.01,18:10.3,41.24,40.21,29,4.7,0,0,,0,4.7,Ke,RIZE A�IKLARI (KARADENIZ)
11500,1.98611E+13,1986.11.06,50:43.0,36,27.04,33,3.6,0,0,,0,3.6,Ke,AKDENIZ
11499,1.98611E+13,1986.11.07,54:22.0,39,26.07,22,3.5,0,0,,0,3.5,Ke,MIDILLI ADASI (EGE DENIZI)
11498,1.98611E+13,1986.11.10,47:32.2,39.05,27.9,10,3.9,0,0,,0,3.9,Ke,ZEYTINLIBAG-AKHISAR (MANISA) [West 1.3 km]
11497,1.98611E+13,1986.11.12,21:57.7,40.66,29.84,10,3.8,0,0,,0,3.8,Ke,HASANEY-GOLCUK (KOCAELI) [South West  1.3 km]
11496,1.98611E+13,1986.11.14,38:58.4,39.36,29.06,10,3.7,0,0,,0,3.7,Ke,SUDOSEGI-SIMAV (K�TAHYA) [South East  3.2 km]
11495,1.98611E+13,1986.11.15,15:46.7,39.26,29.03,10,3.5,0,0,,0,3.5,Ke,KATRANDAGI-EMET (K�TAHYA) [South West  3.3 km]
11494,1.98611E+13,1986.11.16,07:23.8,39.34,29.01,9,3.7,0,0,,0,3.7,Ke,ASAGIDOLAYLAR-SIMAV (K�TAHYA) [South East  1.5 km]
11493,1.98611E+13,1986.11.18,13:46.0,36.4,28.6,0,3.6,0,0,,0,3.6,Ke,AKDENIZ
11492,1.98611E+13,1986.11.26,08:39.5,35.93,30.77,63,4.2,0,0,,0,4.2,Ke,AKDENIZ
11491,1.98611E+13,1986.11.30,29:18.3,38.75,27.74,14,4.3,0,4,,0,4.3,Ke,LUTFIYE-SARUHANLI (MANISA) [North East  1.4 km]
11490,1.98612E+13,1986.12.08,58:11.7,36.47,31.67,130,4.7,0,0,,0,4.7,Ke,YESILK�Y A�IKLARI-ANTALYA (AKDENIZ)
11489,1.98612E+13,1986.12.24,18:50.2,40.61,27.86,10,3.5,0,0,,0,3.5,Ke,ERDEK A�IKLARI-BALIKESIR (MARMARA DENIZI)
11488,1.98612E+13,1986.12.26,35:43.9,35.65,26.43,47,4.1,0,4.1,,0,0,Ke,AKDENIZ
11487,1.98612E+13,1986.12.31,06:10.3,36.19,27.1,42,4.7,0,4.7,,0,4.7,Ke,AKDENIZ
11486,1.98701E+13,1987.01.01,36:34.9,36.25,27.99,10,4,4,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11483,1.98701E+13,1987.01.06,29:38.1,36.1,29.11,57,3.9,3.9,0,,0,0,Ke,AKDENIZ
11484,1.98701E+13,1987.01.06,54:07.8,36.15,28.12,16,4.4,0,4.3,,0,4.4,Ke,RODOS ADASI (AKDENIZ)
11485,1.98701E+13,1987.01.06,55:33.0,36.19,28.03,7,4.3,0,4.3,,0,4.3,Ke,RODOS ADASI (AKDENIZ)
11482,1.98701E+13,1987.01.07,30:37.6,36.17,28.11,35,4.2,0,4.2,,0,4.2,Ke,RODOS ADASI (AKDENIZ)
11481,1.98701E+13,1987.01.18,55:02.0,36.6,26.09,22,3.9,0,3.9,,0,0,Ke,AKDENIZ
11480,1.98701E+13,1987.01.19,11:59.0,39.3,36.4,10,3.7,0,0,,0,3.7,Ke,GUMUSTEPE-SARKISLA (SIVAS) [South East  0.8 km]
11479,1.98701E+13,1987.01.20,10:43.4,36.44,26.89,147,4,0,0,,0,4,Ke,AKDENIZ
11478,1.98701E+13,1987.01.29,58:07.1,38.82,26.89,12,4,0,4,,0,0,Ke,CANDARLI K�RFEZI (EGE DENIZI)
11477,1.98701E+13,1987.01.30,38:00.4,35.71,27.13,51,4.3,0,4.2,,0,4.3,Ke,AKDENIZ
11476,1.98701E+13,1987.01.31,06:17.1,36.16,28.14,17,4.3,0,4.3,,0,4.3,Ke,RODOS ADASI (AKDENIZ)
11471,1.98702E+13,1987.02.01,42:21.0,36.08,28.12,25,4.4,0,4.4,,0,4.4,Ke,AKDENIZ
11472,1.98702E+13,1987.02.01,02:16.5,36.22,28.02,10,4.1,0,0,,0,4.1,Ke,RODOS ADASI (AKDENIZ)
11473,1.98702E+13,1987.02.01,48:03.4,36.31,27.89,10,4,4,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11474,1.98702E+13,1987.02.01,27:37.9,36.26,28.02,1,4,4,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11475,1.98702E+13,1987.02.01,43:36.1,36.24,28,6,4.1,4.1,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11470,1.98702E+13,1987.02.04,15:32.0,37.75,39.3,10,3.6,3.6,0,,0,0,Ke,SIVEREK (SANLIURFA) [South West  1.6 km]
11469,1.98702E+13,1987.02.08,07:21.1,35.9,27.29,5,4.1,0,4.1,,0,0,Ke,AKDENIZ
11461,1.98702E+13,1987.02.09,55:07.7,35.29,26.26,33,4,0,4,,0,0,Ke,AKDENIZ
11462,1.98702E+13,1987.02.09,45:47.0,35.2,26.27,3,4.1,0,4.1,,0,0,Ke,AKDENIZ
11463,1.98702E+13,1987.02.09,16:22.0,35.5,26.23,1,4,0,4,,0,0,Ke,AKDENIZ
11464,1.98702E+13,1987.02.09,59:57.0,35.6,27.8,86,4.3,0,4.3,,0,0,Ke,AKDENIZ
11465,1.98702E+13,1987.02.09,56:59.7,35.3,26.25,18,4,0,4,,0,0,Ke,AKDENIZ
11466,1.98702E+13,1987.02.09,56:54.2,35.11,26.08,59,4.2,0,4.2,,0,4.2,Ke,AKDENIZ
11467,1.98702E+13,1987.02.09,28:23.5,35.41,26.08,18,4.5,0,4.4,,0,4.5,Ke,AKDENIZ
11468,1.98702E+13,1987.02.09,44:55.0,40.4,35.4,10,3.6,0,0,,0,3.6,Ke,KARGI-MECITOZU (�ORUM) [South East  4.2 km]
11460,1.98702E+13,1987.02.13,48:34.2,35.41,26.26,1,3.8,3.8,0,,0,0,Ke,AKDENIZ
11459,1.98702E+13,1987.02.21,57:14.0,37.7,27.1,10,3.6,3.6,0,,0,0,Ke,KUSADASI K�RFEZI (EGE DENIZI)
11458,1.98702E+13,1987.02.22,51:42.3,38.42,40.5,10,5,0,0,,0,5,Ke,DURU-LICE (DIYARBAKIR) [South 1.5 km]
11456,1.98702E+13,1987.02.24,17:28.0,36.27,27.99,5,3.8,3.8,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11457,1.98702E+13,1987.02.24,19:11.8,37.07,28.58,0,3.6,3.6,0,,0,0,Ke,BALCILAR-KOYCEGIZ (MUGLA) [South 0.6 km]
11455,1.98702E+13,1987.02.25,52:56.0,38.32,26.71,12,3.7,3.7,0,,0,0,Ke,KUSCULAR-URLA (IZMIR) [North West  4.2 km]
11454,1.98703E+13,1987.03.02,10:45.0,36.25,28.03,12,3.5,3.5,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11453,1.98703E+13,1987.03.04,22:04.1,36.15,28.33,10,3.5,3.5,0,,0,0,Ke,AKDENIZ
11451,1.98703E+13,1987.03.05,43:28.0,36.36,28.53,11,3.6,3.6,0,,0,0,Ke,AKDENIZ
11452,1.98703E+13,1987.03.05,19:17.0,36.34,28.59,10,3.6,3.6,0,,0,0,Ke,AKDENIZ
11450,1.98703E+13,1987.03.09,19:17.0,38.38,31.7,10,3.7,3.7,0,,0,0,Ke,KOKLUCE-TUZLUKCU (KONYA) [West 2.9 km]
11447,1.98703E+13,1987.03.12,18:15.0,36.28,28.63,1,3.6,3.6,0,,0,0,Ke,AKDENIZ
11448,1.98703E+13,1987.03.12,28:37.0,36.37,28.56,1,3.6,3.6,0,,0,0,Ke,AKDENIZ
11449,1.98703E+13,1987.03.12,55:27.8,36.29,28.64,1,3.8,3.8,0,,0,0,Ke,AKDENIZ
11446,1.98703E+13,1987.03.23,24:29.1,40.75,27.35,5,3.5,0,0,,0,3.5,Ke,GAZIKOY-SARKOY (TEKIRDAG) [North East  1.7 km]
11445,1.98703E+13,1987.03.25,38:27.0,38.95,26.39,8,3.7,3.7,0,,0,0,Ke,MIDILLI ADASI (EGE DENIZI)
11444,1.98703E+13,1987.03.27,14:39.0,35.1,31.1,60,3.8,0,0,,0,3.8,Ke,AKDENIZ
11443,1.98704E+13,1987.04.03,38:18.3,35.63,27.62,10,3.7,3.7,0,,0,0,Ke,AKDENIZ
11442,1.98704E+13,1987.04.04,59:08.1,36.92,28.39,20,4.6,0,4.4,,3.8,4.6,Ke,YESILCAM-ULA (MUGLA) [South West  10.0 km]
11441,1.98704E+13,1987.04.05,26:30.1,36.3,28.01,9,3.5,3.5,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
11439,1.98704E+13,1987.04.08,14:31.4,36.09,27.12,46,4.5,0,4.5,,0,4.4,Ke,AKDENIZ
11440,1.98704E+13,1987.04.08,16:42.8,36.35,26.05,133,4.1,0,0,,0,4.1,Ke,AKDENIZ
11434,1.98704E+13,1987.04.09,25:22.0,35.4,27.5,0,4,0,4,,0,0,Ke,AKDENIZ
11435,1.98704E+13,1987.04.09,24:22.0,35.4,27.5,10,4,0,4,,0,0,Ke,AKDENIZ
11436,1.98704E+13,1987.04.09,23:17.0,35.8,27.8,73,4.1,0,4.1,,0,0,Ke,AKDENIZ
11437,1.98704E+13,1987.04.09,09:10.0,35.5,27.4,10,4,0,4,,0,0,Ke,AKDENIZ
11438,1.98704E+13,1987.04.09,02:49.5,36.03,27.12,10,4.1,0,4.1,,0,0,Ke,AKDENIZ
11430,1.98704E+13,1987.04.17,15:23.7,37.9,27.49,16,3.8,0,3.8,,0,0,Ke,BALATCIK-GERMENCIK (AYDIN) [South 1.1 km]
11431,1.98704E+13,1987.04.17,19:14.4,37.6,27.58,10,3.7,3.7,0,,0,0,Ke,GUZELTEPE-SOKE (AYDIN) [South East  2.8 km]
11432,1.98704E+13,1987.04.17,56:08.5,36.07,27.13,41,4.6,0,4.6,,0,4.3,Ke,AKDENIZ
11433,1.98704E+13,1987.04.17,46:57.0,35.7,27.3,7,4,0,4,,0,0,Ke,AKDENIZ
11429,1.98704E+13,1987.04.18,19:51.0,35.5,27.4,32,4.3,0,4.3,,0,0,Ke,AKDENIZ
11428,1.98704E+13,1987.04.25,11:00.0,39.3,27.92,3,4.2,0,4,,0,4.2,Ke,DEMIRTAS-KIRKAGAC (MANISA) [North 0.6 km]
11427,1.98704E+13,1987.04.26,18:27.0,37.1,29.2,10,3.5,3.5,0,,0,0,Ke,KOLAK-CAMELI (DENIZLI) [North 2.4 km]
11426,1.98704E+13,1987.04.30,46:50.0,38.4,30.6,5,3.6,3.6,0,,0,0,Ke,BADEMLI-SUHUT (AFYONKARAHISAR) [South West  1.5 km]
11425,1.98705E+13,1987.05.01,15:09.7,36.07,27.34,39,4.7,0,4,,0,4.7,Ke,AKDENIZ
11424,1.98705E+13,1987.05.02,02:35.5,36.03,27.33,24,4.1,0,4.1,,0,4.1,Ke,AKDENIZ
11423,1.98705E+13,1987.05.04,12:43.0,39.36,27.95,1,3.5,3.5,0,,0,0,Ke,AKCAKISRAK-SINDIRGI (BALIKESIR) [North West  1.4 km]
11422,1.98705E+13,1987.05.05,24:21.0,41.41,26.68,12,3.7,3.7,0,,0,0,Ke,SIGIRCILI-UZUNKOPRU (EDIRNE) [East 2.7 km]
11421,1.98705E+13,1987.05.07,56:52.7,36.63,26.75,153,4.7,0,4.7,,0,4.7,Ke,AKDENIZ
